NUMERO;NOM;TYPE_1;TYPE_2;POINTS_DE_VIE;POINTS_ATTAQUE;POINTS_DEFFENCE;POINTS_ATTAQUE_SPECIALE;POINT_DEFENSE_SPECIALE;POINTS_VITESSE;NOMBRE_GENERATIONS;LEGENDAIRE;Nb_Combats_Menes;Nb_Combats_Gagnes;Pourcentage_Victoires
316;Ninjask;Insecte;Vol;61;90;45;50;50;160;3;0;117;108;92.3076923076923
317;Munja;Insecte;Spectre;1;90;45;30;30;40;3;0;124;41;33.064516129032256
318;Chuchmur;Normal;None;64;51;23;51;23;28;3;0;132;15;11.363636363636363
319;Ramboum;Normal;None;84;71;43;71;43;48;3;0;143;37;25.874125874125873
320;Brouhabam;Normal;None;104;91;63;91;73;68;3;0;127;65;51.181102362204726
321;Makuhita;Combat;None;72;60;30;20;30;25;3;0;121;14;11.570247933884298
322;Hariyama;Combat;None;144;120;60;40;60;50;3;0;0;0;0.0
323;Azurill;Normal;Fée;50;20;40;20;40;20;3;0;135;13;9.62962962962963
324;Tarinor;Roche;None;30;45;135;45;90;30;3;0;140;13;9.285714285714286
325;Skitty;Normal;None;50;45;45;35;35;50;3;0;136;32;23.52941176470588
326;Delcatty;Normal;None;70;65;65;55;55;70;3;0;116;58;50.0
327;Ténéfix;Obscur;Spectre;50;75;75;65;65;50;3;0;121;49;40.49586776859504
328;Mega Ténéfix;Obscur;Spectre;50;85;125;85;115;20;3;0;137;59;43.06569343065693
329;Mysdibule;Acier;Fée;50;85;85;55;55;50;3;0;123;48;39.02439024390244
330;Mega Mysdibule;Acier;Fée;50;105;125;55;95;50;3;0;141;53;37.5886524822695
331;Galekid;Acier;Roche;50;70;100;40;40;30;3;0;126;28;22.22222222222222
332;Galegon;Acier;Roche;60;90;140;50;50;40;3;0;142;36;25.352112676056336
333;Galeking;Acier;Roche;70;110;180;60;60;50;3;0;153;63;41.17647058823529
334;Mega Laggron;Acier;None;70;140;230;60;80;50;3;0;148;48;32.432432432432435
335;Méditikka;Combat;Psy;30;40;55;40;55;60;3;0;139;45;32.37410071942446
336;Charmina;Combat;Psy;60;60;75;60;75;80;3;0;112;82;73.21428571428571
337;Mega Charmina;Combat;Psy;60;100;85;80;85;100;3;0;127;89;70.07874015748031
338;Dynavolt;Electrique;None;40;45;40;65;40;65;3;0;136;77;56.61764705882353
339;Élecsprint;Electrique;None;70;75;60;105;60;105;3;0;125;110;88.0
340;Mega Élecsprint;Electrique;None;70;75;80;135;80;135;3;0;134;123;91.7910447761194
341;Posipi;Electrique;None;60;50;40;85;75;95;3;0;122;92;75.40983606557377
342;Négapi;Electrique;None;60;40;50;75;85;95;3;0;134;81;60.447761194029844
343;Muciole;Insecte;None;65;73;55;47;75;85;3;0;111;76;68.46846846846847
344;Lumivole;Insecte;None;65;47;55;73;75;85;3;0;160;104;65.0
345;Rosélia;Herbe;Poison;50;60;45;100;80;65;3;0;116;53;45.689655172413794
346;Gloupti;Poison;None;70;43;53;43;53;40;3;0;110;21;19.090909090909093
347;Avaltout;Poison;None;100;73;83;73;83;55;3;0;121;45;37.1900826446281
348;Carvanha;Eau;Obscur;45;90;20;65;20;65;3;0;129;66;51.162790697674424
349;Sharpedo;Eau;Obscur;70;120;40;95;40;95;3;0;132;107;81.06060606060606
350;Mega Sharpedo;Eau;Obscur;70;140;70;110;65;105;3;0;120;114;95.0
351;Wailmer;Eau;None;130;70;35;70;35;60;3;0;112;45;40.17857142857143
352;Wailord;Eau;None;170;90;45;90;45;60;3;0;138;59;42.7536231884058
353;Chamallot;Feu;Sol;60;60;40;65;45;35;3;0;120;19;15.833333333333332
354;Camérupt;Feu;Sol;70;100;70;105;75;40;3;0;112;26;23.214285714285715
355;Mega Camérupt;Feu;Sol;70;120;100;145;105;20;3;0;131;37;28.24427480916031
356;Chartor;Feu;None;70;85;140;85;70;20;3;0;125;34;27.200000000000003
357;Spoink;Psy;None;60;25;35;70;80;60;3;0;117;36;30.76923076923077
358;Groret;Psy;None;80;45;65;90;110;80;3;0;108;59;54.629629629629626
359;Spinda;Normal;None;60;60;60;60;60;60;3;0;126;48;38.095238095238095
360;Kraknoix;Sol;None;45;100;45;45;45;10;3;0;139;41;29.496402877697843
361;Vibraninf;Sol;Dragon;50;70;50;50;50;70;3;0;124;70;56.451612903225815
362;Libégon;Sol;Dragon;80;100;80;80;80;100;3;0;116;105;90.51724137931035
363;Cacnea;Herbe;None;50;85;40;85;40;35;3;0;126;22;17.46031746031746
364;Cacturne;Herbe;Obscur;70;115;60;115;60;55;3;0;142;66;46.478873239436616
365;Tylton;Normal;Vol;45;40;60;40;75;50;3;0;123;36;29.268292682926827
366;Altaria;Dragon;Vol;75;70;90;70;105;80;3;0;125;82;65.60000000000001
367;Mega Altaria;Dragon;Fée;75;110;110;110;105;80;3;0;137;90;65.69343065693431
368;Mangriff;Normal;None;73;115;60;60;60;90;3;0;118;79;66.94915254237289
369;Séviper;Poison;None;73;100;60;100;60;65;3;0;143;61;42.65734265734265
370;Séléroc;Roche;Psy;70;55;65;95;85;70;3;0;130;69;53.07692307692308
371;Solaroc;Roche;Psy;70;95;85;55;65;70;3;0;108;54;50.0
372;Barloche;Eau;Sol;50;48;43;46;41;60;3;0;148;70;47.2972972972973
373;Barbicha;Eau;Sol;110;78;73;76;71;60;3;0;123;41;33.33333333333333
374;Écrapince;Eau;None;43;80;65;50;35;35;3;0;155;22;14.193548387096774
375;Colhomard;Eau;Obscur;63;120;85;90;55;55;3;0;121;34;28.09917355371901
376;Balbuto;Sol;Psy;40;40;55;40;70;55;3;0;149;61;40.939597315436245
377;Kaorine;Sol;Psy;60;70;105;70;120;75;3;0;122;73;59.83606557377049
378;Lilia;Roche;Herbe;66;41;77;61;87;23;3;0;124;15;12.096774193548388
379;Vacilys;Roche;Herbe;86;81;97;81;107;43;3;0;128;26;20.3125
380;Anorith;Roche;Insecte;45;95;50;40;50;75;3;0;150;81;54.0
381;Armaldo;Roche;Insecte;75;125;100;70;80;45;3;0;112;37;33.035714285714285
382;Barpau;Eau;None;20;15;20;10;55;80;3;0;123;33;26.82926829268293
383;Milobellus;Eau;None;95;60;79;100;125;81;3;0;129;80;62.01550387596899
384;Morphéo;Normal;None;70;70;70;70;70;70;3;0;121;64;52.892561983471076
385;Kecleon;Normal;None;60;90;70;60;120;40;3;0;124;34;27.419354838709676
386;Polichombr;Spectre;None;44;75;35;63;33;45;3;0;136;36;26.47058823529412
387;Branette;Spectre;None;64;115;65;83;63;65;3;0;139;74;53.23741007194245
388;Mega Branette;Spectre;None;64;165;75;93;83;75;3;0;126;83;65.87301587301587
389;Skelénox;Spectre;None;20;40;90;30;90;25;3;0;132;15;11.363636363636363
390;Téraclope;Spectre;None;40;70;130;60;130;25;3;0;121;21;17.355371900826448
391;Tropius;Herbe;Vol;99;68;83;72;87;51;3;0;134;56;41.7910447761194
392;Éoko;Psy;None;65;50;70;95;80;65;3;0;122;52;42.62295081967213
393;Absol;Obscur;None;65;130;60;75;60;75;3;0;129;89;68.9922480620155
394;Mega Absol;Obscur;None;65;150;60;115;60;115;3;0;139;130;93.5251798561151
395;Okéoké;Psy;None;95;23;48;23;48;23;3;0;130;6;4.615384615384616
396;Stalgamin;Glace;None;50;50;50;50;50;50;3;0;127;39;30.708661417322837
397;Oniglali;Glace;None;80;80;80;80;80;80;3;0;133;80;60.150375939849624
398;Mega Oniglali;Glace;None;80;120;80;120;80;100;3;0;92;78;84.78260869565217
399;Obalie;Glace;Eau;70;40;50;55;50;25;3;0;131;8;6.106870229007633
400;Phogleur;Glace;Eau;90;60;70;75;70;45;3;0;134;32;23.88059701492537
401;Kaimorse;Glace;Eau;110;80;90;95;90;65;3;0;149;75;50.33557046979866
402;Coquiperl;Eau;None;35;64;85;74;55;32;3;0;116;23;19.82758620689655
403;Serpang;Eau;None;55;104;105;94;75;52;3;0;132;48;36.36363636363637
404;Rosabyss;Eau;None;55;84;105;114;75;52;3;0;128;37;28.90625
405;Relicanth;Eau;Roche;100;90;130;45;65;55;3;0;134;57;42.53731343283582
406;Lovdisc;Eau;None;43;30;55;40;65;97;3;0;131;79;60.30534351145038
407;Draby;Dragon;None;45;75;60;40;30;50;3;0;125;38;30.4
408;Drackhaus;Dragon;None;65;95;100;60;50;50;3;0;123;43;34.959349593495936
409;Drattak;Dragon;Vol;95;135;80;110;80;100;3;0;137;113;82.48175182481752
410;Mega Drattak;Dragon;Vol;95;145;130;120;90;120;3;0;133;125;93.98496240601504
411;Terhal;Acier;Psy;40;55;80;35;60;30;3;0;133;20;15.037593984962406
412;Métang;Acier;Psy;60;75;100;55;80;50;3;0;136;42;30.88235294117647
413;Métalosse;Acier;Psy;80;135;130;95;90;70;3;0;110;57;51.81818181818182
414;Mega Métalosse;Acier;Psy;80;145;150;105;110;110;3;0;130;113;86.92307692307692
415;Regirock;Roche;None;80;100;200;50;100;50;3;1;144;50;34.72222222222222
416;Regice;Glace;None;80;50;100;100;200;50;3;1;140;33;23.57142857142857
417;Registeel;Acier;None;80;75;150;75;150;50;3;1;113;35;30.973451327433626
418;Latias;Dragon;Psy;80;80;90;110;130;110;3;1;133;116;87.21804511278195
419;Mega Latias;Dragon;Psy;80;100;120;140;150;110;3;1;0;0;0.0
420;Latios;Dragon;Psy;80;90;80;130;110;110;3;1;125;107;85.6
421;Mega Latios;Dragon;Psy;80;130;100;160;120;110;3;1;108;97;89.81481481481481
422;Kyogre;Eau;None;100;100;90;150;140;90;3;1;128;92;71.875
423;Kyogre primaire;Eau;None;100;150;90;180;160;90;3;1;132;97;73.48484848484848
424;Groudon;Sol;None;100;150;140;100;90;90;3;1;133;106;79.69924812030075
425;Groudon primaire;Sol;Feu;100;180;160;150;90;90;3;1;121;91;75.20661157024794
426;Rayquaza;Dragon;Vol;105;150;90;150;90;95;3;1;140;116;82.85714285714286
427;Mega Rayquaza;Dragon;Vol;105;180;100;180;100;115;3;1;134;127;94.77611940298507
428;Jirachi;Acier;Psy;100;100;100;100;100;100;3;1;153;134;87.58169934640523
429;Deoxys forme normale;Psy;None;50;150;50;150;50;150;3;1;106;99;93.39622641509435
430;Deoxys forme attaque;Psy;None;50;180;20;180;20;150;3;1;134;121;90.29850746268657
431;Deoxys forme défense;Psy;None;50;70;160;70;160;90;3;1;151;112;74.17218543046357
432;Deoxys forme rapide;Psy;None;50;95;90;95;90;180;3;1;145;133;91.72413793103448
433;Tortipouss;Herbe;None;55;68;64;45;55;31;4;0;120;14;11.666666666666666
434;Boskara;Herbe;None;75;89;85;55;65;36;4;0;132;39;29.545454545454547
435;Torterra;Herbe;Sol;95;109;105;75;85;56;4;0;113;39;34.51327433628318
436;Ouisticram;Feu;None;44;58;44;58;44;61;4;0;112;47;41.964285714285715
437;Chimpenfeu;Feu;Combat;64;78;52;78;52;81;4;0;123;79;64.22764227642277
438;Simiabraz;Feu;Combat;76;104;71;104;71;108;4;0;149;136;91.2751677852349
439;Tiplouf;Eau;None;53;51;53;61;56;40;4;0;140;20;14.285714285714285
440;Prinplouf;Eau;None;64;66;68;81;76;50;4;0;131;33;25.190839694656486
441;Pingoléon;Eau;Acier;84;86;88;111;101;60;4;0;123;57;46.34146341463415
442;Étourmi;Normal;Vol;40;55;30;30;30;60;4;0;124;54;43.54838709677419
443;Étourvol;Normal;Vol;55;75;50;40;40;80;4;0;119;75;63.02521008403361
444;Étouraptor;Normal;Vol;85;120;70;50;60;100;4;0;136;113;83.08823529411765
445;Keunotor;Normal;None;59;45;40;35;40;31;4;0;133;19;14.285714285714285
446;Castorno;Normal;Eau;79;85;60;55;60;71;4;0;139;84;60.431654676258994
447;Crikzik;Insecte;None;37;25;41;25;41;25;4;0;124;11;8.870967741935484
448;Mélokrik;Insecte;None;77;85;51;55;51;65;4;0;122;63;51.63934426229508
449;Lixy;Electrique;None;45;65;34;40;34;45;4;0;139;36;25.899280575539567
450;Luxio;Electrique;None;60;85;49;60;49;60;4;0;126;56;44.44444444444444
451;Luxray;Electrique;None;80;120;79;95;79;70;4;0;132;77;58.333333333333336
452;Rozbouton;Herbe;Poison;40;30;35;50;70;55;4;0;117;33;28.205128205128204
453;Roserade;Herbe;Poison;60;70;65;125;105;90;4;0;136;94;69.11764705882352
454;Kranidos;Roche;None;67;125;40;30;30;58;4;0;102;35;34.31372549019608
455;Charkos;Roche;None;97;165;60;65;50;58;4;0;123;48;39.02439024390244
456;Dinoclier;Roche;Acier;30;42;118;42;88;30;4;0;125;14;11.200000000000001
457;Bastiodon;Roche;Acier;60;52;168;47;138;30;4;0;121;24;19.834710743801654
458;Cheniti;Insecte;None;40;29;45;29;45;36;4;0;123;18;14.634146341463413
459;Cheniselle cape de plante;Insecte;Herbe;60;59;85;79;105;36;4;0;126;21;16.666666666666664
460;Cheniselle cape de sable;Insecte;Sol;60;79;105;59;85;36;4;0;129;22;17.05426356589147
461;Cheniselle cape de corbeille;Insecte;Acier;60;69;95;69;95;36;4;0;138;36;26.08695652173913
462;Papilord;Insecte;Vol;70;94;50;94;50;66;4;0;135;65;48.148148148148145
463;Apitrini;Insecte;Vol;30;30;42;30;42;70;4;0;130;55;42.30769230769231
464;Apireine;Insecte;Vol;70;80;102;80;102;40;4;0;127;34;26.77165354330709
465;Pachirisu;Electrique;None;60;45;70;45;90;95;4;0;141;103;73.04964539007092
466;Mustébouée;Eau;None;55;65;35;60;30;85;4;0;111;68;61.261261261261254
467;Mustéflott;Eau;None;85;105;55;85;50;115;4;0;124;112;90.32258064516128
468;Ceribou;Herbe;None;45;35;45;62;53;35;4;0;135;16;11.851851851851853
469;Ceriflor;Herbe;None;70;60;70;87;78;85;4;0;114;71;62.28070175438597
470;Sancoki;Eau;None;76;48;48;57;62;34;4;0;154;18;11.688311688311687
471;Tritosor;Eau;Sol;111;83;68;92;82;39;4;0;124;22;17.741935483870968
472;Capidextre;Normal;None;75;100;66;60;66;115;4;0;111;102;91.8918918918919
473;Baudrive;Spectre;Vol;90;50;34;60;44;70;4;0;113;71;62.83185840707964
474;Grodrive;Spectre;Vol;150;80;44;90;54;80;4;0;128;80;62.5
475;Laporeille;Normal;None;55;66;44;44;56;85;4;0;135;93;68.88888888888889
476;Lockpin;Normal;None;65;76;84;54;96;105;4;0;121;109;90.08264462809917
477;Mega Lockpin;Normal;Combat;65;136;94;54;96;135;4;0;129;124;96.12403100775194
478;Magirêve;Spectre;None;60;60;60;105;105;105;4;0;125;106;84.8
479;Corboss;Obscur;Vol;100;125;52;105;52;71;4;0;0;0;0.0
480;Chaglam;Normal;None;49;55;42;42;37;85;4;0;117;71;60.68376068376068
481;Chaffreux;Normal;None;71;82;64;64;59;112;4;0;119;111;93.27731092436974
482;Korillon;Psy;None;45;30;50;65;50;45;4;0;123;17;13.821138211382115
483;Moufouette;Poison;Obscur;63;63;47;41;41;74;4;0;125;70;56.00000000000001
484;Moufflair;Poison;Obscur;103;93;67;71;61;84;4;0;119;85;71.42857142857143
485;Archéomire;Acier;Psy;57;24;86;24;86;23;4;0;110;14;12.727272727272727
486;Archéodong;Acier;Psy;67;89;116;79;116;33;4;0;141;37;26.24113475177305
487;Manzaï;Roche;None;50;80;95;10;45;10;4;0;125;29;23.200000000000003
488;Mime Jr.;Psy;Fée;20;25;45;70;90;60;4;0;120;37;30.833333333333336
489;Ptiravi;Normal;None;100;5;5;15;65;30;4;0;104;8;7.6923076923076925
490;Pijako;Normal;Vol;76;65;45;92;42;91;4;0;149;111;74.49664429530202
491;Spiritomb;Spectre;Obscur;50;92;108;92;108;35;4;0;118;29;24.576271186440678
492;Griknot;Dragon;Sol;58;70;45;40;45;42;4;0;135;35;25.925925925925924
493;Carmache;Dragon;Sol;68;90;65;50;55;82;4;0;133;82;61.65413533834586
494;Carchacrok;Dragon;Sol;108;130;95;80;85;102;4;0;127;97;76.37795275590551
495;Mega Carchacrok;Dragon;Sol;108;170;115;120;95;92;4;0;120;85;70.83333333333334
496;Goinfrex;Normal;None;135;85;40;40;85;5;4;0;118;81;68.64406779661016
497;Riolu;Combat;None;40;70;40;35;40;60;4;0;125;49;39.2
498;Lucario;Combat;Acier;70;110;70;115;70;90;4;0;120;90;75.0
499;Mega Lucario;Combat;Acier;70;145;88;140;70;112;4;0;108;96;88.88888888888889
500;Hippopotas;Sol;None;68;72;78;38;42;32;4;0;126;30;23.809523809523807
501;Hippodocus;Sol;None;108;112;118;68;72;47;4;0;120;35;29.166666666666668
502;Rapion;Poison;Insecte;40;50;90;30;55;65;4;0;141;63;44.680851063829785
503;Drascore;Poison;Obscur;70;90;110;60;75;95;4;0;120;88;73.33333333333333
504;Cradopaud;Poison;Combat;48;61;40;61;40;50;4;0;114;29;25.438596491228072
505;Coatox;Poison;Combat;83;106;65;86;65;85;4;0;128;85;66.40625
506;Vortente;Herbe;None;74;100;72;90;72;46;4;0;114;28;24.561403508771928
507;Écayon;Eau;None;49;49;56;49;61;66;4;0;131;68;51.908396946564885
508;Luminéon;Eau;None;69;69;76;69;86;91;4;0;119;78;65.54621848739495
509;Babimanta;Eau;Vol;45;20;50;60;120;50;4;0;108;26;24.074074074074073
510;Blizzi;Herbe;Glace;60;62;50;62;60;40;4;0;121;22;18.181818181818183
511;Blizzaroi;Herbe;Glace;90;92;75;92;85;60;4;0;121;60;49.586776859504134
512;Mega Blizzaroi;Herbe;Glace;90;132;105;132;105;30;4;0;146;62;42.465753424657535
513;Dimoret;Obscur;Glace;70;120;65;45;85;125;4;0;119;116;97.47899159663865
514;Magnézone;Electrique;Acier;70;70;115;130;90;60;4;0;118;63;53.38983050847458
515;Coudlangue;Normal;None;110;85;95;80;95;50;4;0;129;35;27.131782945736433
516;Rhinastoc;Sol;Roche;115;140;130;55;55;40;4;0;104;47;45.19230769230769
517;Bouldeneu;Herbe;None;100;100;125;110;50;50;4;0;125;48;38.4
518;Élekable;Electrique;None;75;123;67;95;85;95;4;0;123;94;76.42276422764228
519;Maganon;Feu;None;75;95;67;125;95;83;4;0;111;79;71.17117117117117
520;Togekiss;Fée;Vol;85;50;95;120;115;80;4;0;126;73;57.936507936507944
521;Yanméga;Insecte;Vol;86;76;86;116;56;95;4;0;114;91;79.82456140350878
522;Phyllali;Herbe;None;65;110;130;60;65;95;4;0;151;125;82.78145695364239
523;Givrali;Glace;None;65;60;110;130;95;65;4;0;134;64;47.76119402985074
524;Scorvol;Sol;Vol;75;95;125;45;75;95;4;0;132;109;82.57575757575758
525;Mammochon;Glace;Sol;110;130;80;70;60;80;4;0;116;68;58.620689655172406
526;Porygon-Z;Normal;None;85;80;70;135;75;90;4;0;147;103;70.06802721088435
527;Gallame;Psy;Combat;68;125;65;65;115;80;4;0;137;86;62.77372262773723
528;Mega Gallame;Psy;Combat;68;165;95;65;115;110;4;0;130;112;86.15384615384616
529;Tarinorme;Roche;Acier;60;55;145;75;150;40;4;0;130;26;20.0
530;Noctunoir;Spectre;None;45;100;135;65;135;45;4;0;136;40;29.411764705882355
531;Momartik;Glace;Spectre;70;80;70;80;70;110;4;0;138;91;65.94202898550725
532;Motisma;Electrique;Spectre;50;50;77;95;77;91;4;0;120;71;59.166666666666664
533;Motisma chaud;Electrique;Feu;50;65;107;105;107;86;4;0;113;79;69.91150442477876
534;Mirosa lavage;Electrique;Eau;50;65;107;105;107;86;4;0;116;90;77.58620689655173
535;Motisma frost;Electrique;Glace;50;65;107;105;107;86;4;0;128;90;70.3125
536;Motisma;Electrique;Vol;50;65;107;105;107;86;4;0;121;88;72.72727272727273
537;Mitosma tondu;Electrique;Herbe;50;65;107;105;107;86;4;0;134;98;73.13432835820896
538;Créhelf;Psy;None;75;75;130;75;130;95;4;1;123;92;74.79674796747967
539;Créfollet;Psy;None;80;105;105;105;105;80;4;1;133;79;59.3984962406015
540;Créfadet;Psy;None;75;125;70;125;70;115;4;1;135;122;90.37037037037037
541;Dialga;Acier;Dragon;100;120;120;150;100;90;4;1;151;119;78.80794701986756
542;Palkia;Eau;Dragon;90;120;100;150;120;100;4;1;149;115;77.18120805369128
543;Heatran;Feu;Acier;91;90;106;130;106;77;4;1;131;85;64.8854961832061
544;Regigigas;Normal;None;110;160;110;80;110;100;4;1;142;122;85.91549295774648
545;Giratina forme modifiée;Spectre;Dragon;150;100;120;100;120;90;4;1;111;74;66.66666666666666
546;Giratina forme originale;Spectre;Dragon;150;120;100;120;100;90;4;1;134;89;66.4179104477612
547;Cresselia;Psy;None;120;70;120;75;130;85;4;0;118;79;66.94915254237289
548;Phione;Eau;None;80;80;80;80;80;80;4;0;132;74;56.060606060606055
549;Manaphy;Eau;None;100;100;100;100;100;100;4;0;134;118;88.05970149253731
550;Darkrai;Obscur;None;70;90;90;135;90;125;4;1;117;110;94.01709401709401
551;Shaymin forme de terre;Herbe;None;100;100;100;100;100;100;4;1;136;117;86.02941176470588
552;Shaymin forme de ciel;Herbe;Vol;100;103;75;120;75;127;4;1;118;111;94.0677966101695
553;Arceus;Normal;None;120;120;120;120;120;120;4;1;122;114;93.44262295081968
554;Victini;Psy;Feu;100;100;100;100;100;100;5;1;131;115;87.78625954198473
555;Vipélierre;Herbe;None;45;45;55;45;55;63;5;0;111;51;45.94594594594595
556;Lianaja;Herbe;None;60;60;75;60;75;83;5;0;0;0;0.0
557;Majaspic;Herbe;None;75;75;95;75;95;113;5;0;132;119;90.15151515151516
558;Gruikui;Feu;None;65;63;45;45;45;45;5;0;131;34;25.954198473282442
559;Grotichon;Feu;Combat;90;93;55;70;55;55;5;0;144;55;38.19444444444444
560;Roitiflam;Feu;Combat;110;123;65;100;65;65;5;0;138;72;52.17391304347826
561;Moustillon;Eau;None;55;55;45;63;45;45;5;0;124;31;25.0
562;Mateloutre;Eau;None;75;75;60;83;60;60;5;0;122;48;39.34426229508197
563;Clamiral;Eau;None;95;100;85;108;70;70;5;0;115;65;56.52173913043478
564;Ratentif;Normal;None;45;55;39;35;39;42;5;0;135;25;18.51851851851852
565;Miradar;Normal;None;60;85;69;60;69;77;5;0;133;69;51.8796992481203
566;Ponchiot;Normal;None;45;60;45;25;45;55;5;0;100;29;28.999999999999996
567;Ponchien;Normal;None;65;80;65;35;65;60;5;0;138;53;38.405797101449274
568;Mastouffe;Normal;None;85;110;90;45;90;80;5;0;116;72;62.06896551724138
569;Chacripan;Obscur;None;41;50;37;50;37;66;5;0;114;59;51.75438596491229
570;Léopardus;Obscur;None;64;88;50;88;50;106;5;0;135;123;91.11111111111111
571;Feuillajou;Herbe;None;50;53;48;53;48;64;5;0;130;53;40.76923076923077
572;Feuiloutan;Herbe;None;75;98;63;98;63;101;5;0;131;106;80.91603053435115
573;Flamajou;Feu;None;50;53;48;53;48;64;5;0;130;60;46.15384615384615
574;Flamoutan;Feu;None;75;98;63;98;63;101;5;0;127;113;88.9763779527559
575;Flotajou;Eau;None;50;53;48;53;48;64;5;0;117;42;35.8974358974359
576;Flotoutan;Eau;None;75;98;63;98;63;101;5;0;133;113;84.9624060150376
577;Munna;Psy;None;76;25;45;67;55;24;5;0;128;5;3.90625
578;Mushana;Psy;None;116;55;85;107;95;29;5;0;132;9;6.8181818181818175
579;Poichigeon;Normal;Vol;50;55;50;36;30;43;5;0;154;45;29.22077922077922
580;Colombeau;Normal;Vol;62;77;62;50;42;65;5;0;124;60;48.38709677419355
581;Déflaisan;Normal;Vol;80;115;80;65;55;93;5;0;130;102;78.46153846153847
582;Zébribon;Electrique;None;45;60;32;50;32;76;5;0;135;80;59.25925925925925
583;Zéblitz;Electrique;None;75;100;63;80;63;116;5;0;107;100;93.45794392523365
584;Nodulithe;Roche;None;55;75;85;25;25;15;5;0;144;27;18.75
585;Géolithe;Roche;None;70;105;105;50;40;20;5;0;131;44;33.587786259541986
586;Gigalithe;Roche;None;85;135;130;60;80;25;5;0;148;60;40.54054054054054
587;Chovsourir;Psy;Vol;55;45;43;55;43;72;5;0;123;72;58.536585365853654
588;Rhinolove;Psy;Vol;67;57;55;77;55;114;5;0;116;103;88.79310344827587
589;Rototaupe;Sol;None;60;85;40;30;45;68;5;0;109;70;64.22018348623854
590;Minotaupe;Sol;Acier;110;135;60;50;65;88;5;0;133;103;77.44360902255639
591;Nanméouïe;Normal;None;103;60;86;60;86;50;5;0;133;46;34.58646616541353
592;Mega Nanméouïe;Normal;Fée;103;60;126;80;126;50;5;0;132;48;36.36363636363637
593;Charpenti;Combat;None;75;80;55;25;35;35;5;0;150;28;18.666666666666668
594;Ouvrifier;Combat;None;85;105;85;40;50;40;5;0;118;25;21.1864406779661
595;Bétochef;Combat;None;105;140;95;55;65;45;5;0;130;39;30.0
596;Tritonde;Eau;None;50;50;40;50;40;64;5;0;136;62;45.588235294117645
597;Batracné;Eau;Sol;75;65;55;65;55;69;5;0;124;54;43.54838709677419
598;Crapustule;Eau;Sol;105;95;75;85;75;74;5;0;119;68;57.14285714285714
599;Judokrak;Combat;None;120;100;85;30;85;45;5;0;147;33;22.448979591836736
600;Karaclée;Combat;None;75;125;75;30;75;85;5;0;136;85;62.5
601;Larveyette;Insecte;Herbe;45;53;70;40;60;42;5;0;136;35;25.735294117647058
602;Couverdure;Insecte;Herbe;55;63;90;50;80;42;5;0;123;26;21.138211382113823
603;Manternel;Insecte;Herbe;75;103;80;70;80;92;5;0;121;96;79.33884297520662
604;Venipatte;Insecte;Poison;30;45;59;30;39;57;5;0;132;37;28.030303030303028
605;Scobolide;Insecte;Poison;40;55;99;40;79;47;5;0;99;26;26.262626262626267
606;Brutapode;Insecte;Poison;60;100;89;55;69;112;5;0;114;106;92.98245614035088
607;Doudouvet;Herbe;Fée;40;27;60;37;50;66;5;0;127;46;36.22047244094488
608;Farfaduvet;Herbe;Fée;60;67;85;77;75;116;5;0;117;104;88.88888888888889
609;Chlorobule;Herbe;None;45;35;50;70;50;30;5;0;146;23;15.753424657534246
610;Fragilady;Herbe;None;70;60;75;110;75;90;5;0;127;91;71.65354330708661
611;Bargantua;Eau;None;70;92;65;80;55;98;5;0;110;89;80.9090909090909
612;Mascaïman;Sol;Obscur;50;72;35;35;35;65;5;0;134;72;53.73134328358209
613;Escroco;Sol;Obscur;60;82;45;45;45;74;5;0;113;65;57.52212389380531
614;Crocorible;Sol;Obscur;95;117;80;65;70;92;5;0;132;111;84.0909090909091
615;Darumarond;Feu;None;70;90;45;15;45;50;5;0;124;45;36.29032258064516
616;Darumacho forme standard;Feu;None;105;140;55;30;55;95;5;0;133;109;81.95488721804512
617;Darumacho mode zen;Feu;Psy;105;30;105;140;105;55;5;0;122;43;35.24590163934426
618;Maracachi;Herbe;None;75;86;67;106;67;60;5;0;0;0;0.0
619;Crabicoque;Insecte;Roche;50;65;85;35;35;55;5;0;132;43;32.57575757575758
620;Crabaraque;Insecte;Roche;70;95;125;65;75;45;5;0;119;40;33.61344537815126
621;Baggiguane;Obscur;Combat;50;75;70;35;70;48;5;0;109;32;29.357798165137616
622;Baggaïd;Obscur;Combat;65;90;115;45;115;58;5;0;121;61;50.413223140495866
623;Cryptéro;Psy;Vol;72;58;80;103;80;97;5;0;152;109;71.71052631578947
624;Tutafeh;Spectre;None;38;30;85;55;65;30;5;0;126;27;21.428571428571427
625;Tutankafer;Spectre;None;58;50;145;95;105;30;5;0;122;30;24.59016393442623
626;Carapagos;Eau;Roche;54;78;103;53;45;22;5;0;129;30;23.25581395348837
627;Mégapagos;Eau;Roche;74;108;133;83;65;32;5;0;140;45;32.142857142857146
628;Arkéapti;Roche;Vol;55;112;45;74;45;70;5;0;118;66;55.932203389830505
629;Aéroptéryx;Roche;Vol;75;140;65;112;65;110;5;0;128;117;91.40625
630;Miamiasme;Poison;None;50;50;62;40;62;65;5;0;117;49;41.88034188034188
631;Miasmax;Poison;None;80;95;82;60;82;75;5;0;145;87;60.0
632;Zorua;Obscur;None;40;65;40;80;40;65;5;0;131;66;50.38167938931297
